Data,Cidade, Condicao_do_Tempo_Prevista,Temperatura_Tendencia,Temperatura_Minima,Temperatura_Maxima,Vento_Velocidade_Minima,Vento_Velocidade_Maxima,Vento_Direcao,Vento_Intensidade
28/09/2025,Goianesia do Para - PA,Parcialmente nublado a poucas nuvens,Estavel,24,34,47,94,NE,Fracos
29/09/2025,Goianesia do Para - PA,Poucas nuvens,Estavel,24,34,46,92,NE,Fracos
26/09/2025,Governador Jorge Teixeira - RO,Parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,33,47,86,S - W,Fracos
27/09/2025,Governador Jorge Teixeira - RO,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,33,33,90,N - NW,Fracos
28/09/2025,Governador Jorge Teixeira - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,35,30,95,N - NW,Fracos
29/09/2025,Governador Jorge Teixeira - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,36,26,95,SE - W,Fracos
26/09/2025,Guajara - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Estavel,23,29,75,100,SW - S,Fracos
27/09/2025,Guajara - AM,Parcialmente nublado a poucas nuvens,Estavel,23,32,55,100,W - NE,Fracos
28/09/2025,Guajara - AM,Nublado a parcialmente nublado com chuva,Estavel,23,32,75,100,NE - E,Fracos
29/09/2025,Guajara - AM,Nublado a encoberto com chuva,Estavel,23,31,75,100,E,Fracos
26/09/2025,Guajara-Mirim - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,32,41,91,N - NW,Fracos
27/09/2025,Guajara-Mirim - RO,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,33,28,92,E - SE,Fracos
28/09/2025,Guajara-Mirim - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,32,41,95,NE - E,Fracos
29/09/2025,Guajara-Mirim - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,34,92,N - NW,Fracos
26/09/2025,Gurupa - PA,Claro a poucas nuvens,Estavel,24,35,56,96,NE,Fracos
27/09/2025,Gurupa - PA,Claro a parcialmente nublado,Estavel,24,35,56,94,NE,Fracos
28/09/2025,Gurupa - PA,Claro a poucas nuvens,Estavel,24,34,57,95,NE,Fracos
29/09/2025,Gurupa - PA,Claro a poucas nuvens,Estavel,24,34,54,94,NE,Fracos
26/09/2025,Humaita - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,29,75,100,SW - NE,Fracos
27/09/2025,Humaita - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Estavel,23,34,60,100,NE,Fracos
28/09/2025,Humaita - AM,Nublado com pancadas de chuva,Estavel,22,34,55,100,NE - E,Fracos
29/09/2025,Humaita - AM,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,60,100,SW - NE,Fracos
26/09/2025,Igarape-Acu - PA,Poucas nuvens a parcialmente nublado,Estavel,24,34,52,93,NE,Fracos
27/09/2025,Igarape-Acu - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,33,53,94,NE,Fracos
28/09/2025,Igarape-Acu - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,33,53,92,NE,Fracos
29/09/2025,Igarape-Acu - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,34,52,92,NE,Fracos
26/09/2025,Igarape-Miri - PA,Parcialmente nublado,Estavel,23,35,46,91,NE,Fracos
27/09/2025,Igarape-Miri - PA,Parcialmente nublado a poucas nuvens,Estavel,23,35,47,91,NE,Fracos
28/09/2025,Igarape-Miri - PA,Claro a poucas nuvens,Estavel,24,35,46,87,NE,Fracos
29/09/2025,Igarape-Miri - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,35,45,88,NE,Fracos
26/09/2025,Inhangapi - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,32,60,92,NE,Fracos
27/09/2025,Inhangapi - PA,Poucas nuvens a parcialmente nublado,Estavel,24,32,58,92,NE,Fracos
28/09/2025,Inhangapi - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,33,58,92,NE,Fracos
29/09/2025,Inhangapi - PA,Poucas nuvens a nublado com chuva em areas isoladas a tarde,Estavel,24,32,61,93,NE,Fracos
26/09/2025,Ipixuna - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Estavel,23,29,75,100,SW - S,Fracos
27/09/2025,Ipixuna - AM,Parcialmente nublado a poucas nuvens,Estavel,23,32,55,100,W - NE,Fracos
28/09/2025,Ipixuna - AM,Nublado a parcialmente nublado com chuva,Estavel,23,32,75,100,NE - E,Fracos
29/09/2025,Ipixuna - AM,Nublado a encoberto com chuva,Estavel,23,31,75,100,E,Fracos
26/09/2025,Ipixuna do Para - PA,Parcialmente nublado,Estavel,23,35,46,91,NE,Fracos
27/09/2025,Ipixuna do Para - PA,Parcialmente nublado a poucas nuvens,Estavel,23,35,47,91,NE,Fracos
28/09/2025,Ipixuna do Para - PA,Claro a poucas nuvens,Estavel,24,35,46,87,NE,Fracos
29/09/2025,Ipixuna do Para - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,35,45,88,NE,Fracos
26/09/2025,Iracema - RR,Claro a parcialmente nublado,Estavel,24,34,50,85,SW,Fracos
27/09/2025,Iracema - RR,Nublado com pancadas de chuva,Estavel,23,31,65,100,SE - W,Fracos
28/09/2025,Iracema - RR,Nublado com possibilidade de chuva,Estavel,23,32,55,100,NE - E,Fracos
29/09/2025,Iracema - RR,Nublado a poucas nuvens com possibilidade de chuva,Estavel,22,32,55,100,NW - E,Fracos
26/09/2025,Iranduba - AM,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,25,33,55,95,SE - S,Fracos
27/09/2025,Iranduba - AM,Claro a nublado com pancadas de chuva isoladas,Estavel,25,34,50,95,SE - E,Fracos
28/09/2025,Iranduba - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - SE,Fracos
29/09/2025,Iranduba - AM,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,24,32,60,95,NE - SW,Fracos
26/09/2025,Irituia - PA,Poucas nuvens a parcialmente nublado,Estavel,24,34,52,93,NE,Fracos
27/09/2025,Irituia - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,33,53,94,NE,Fracos
28/09/2025,Irituia - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,33,53,92,NE,Fracos
29/09/2025,Irituia - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,34,52,92,NE,Fracos
26/09/2025,Itacoatiara - AM,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,24,33,55,95,S - SE,Fracos
27/09/2025,Itacoatiara - AM,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas,Estavel,25,33,55,95,E - SE,Fracos
28/09/2025,Itacoatiara - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,25,31,65,95,NE - SE,Fracos
29/09/2025,Itacoatiara - AM,Parcialmente nublado a poucas nuvens com possibilidade de chuva,Estavel,25,34,50,95,NE - E,Fracos
26/09/2025,Itaituba - PA,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas na madrugada,Estavel,24,35,50,95,NE,Fracos
27/09/2025,Itaituba - PA,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas a noite,Estavel,24,34,54,92,NE,Fracos
28/09/2025,Itaituba - PA,Nublado a parcialmente nublado com possibilidade de chuva na madrugada,Estavel,24,35,51,94,NE,Fracos
29/09/2025,Itaituba - PA,Nublado a parcialmente nublado,Estavel,24,35,46,95,NE,Fracos
26/09/2025,Itamarati - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Estavel,23,30,70,100,SE - NE,Fracos
27/09/2025,Itamarati - AM,Parcialmente nublado,Estavel,22,33,55,100,NW,Fracos
28/09/2025,Itamarati - AM,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,23,33,75,100,NE - SE,Fracos
29/09/2025,Itamarati - AM,Nublado com pancadas de chuva,Estavel,23,32,70,100,SE - S,Fracos
26/09/2025,Itapua do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,30,57,98,N - W,Fracos
27/09/2025,Itapua do Oeste - RO,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,33,36,95,N - SW,Fracos
28/09/2025,Itapua do Oeste - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,34,44,95,N - NW,Fracos
29/09/2025,Itapua do Oeste - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,29,92,N - NW,Fracos
26/09/2025,Itupiranga - PA,Poucas nuvens a parcialmente nublado,Estavel,24,33,55,92,NE,Fracos
27/09/2025,Itupiranga - PA,Poucas nuvens a parcialmente nublado,Estavel,24,33,55,92,NE,Fracos
28/09/2025,Itupiranga - PA,Parcialmente nublado a poucas nuvens,Estavel,24,34,47,94,NE,Fracos
29/09/2025,Itupiranga - PA,Poucas nuvens,Estavel,24,34,46,92,NE,Fracos
26/09/2025,Jacareacanga - PA,Nublado com chuva pela manha e a tarde,Estavel,23,31,70,94,SE,Fracos
27/09/2025,Jacareacanga - PA,Nublado com chuva entre o final da tarde e o inicio da noite,Estavel,23,31,63,97,SE,Fracos
28/09/2025,Jacareacanga - PA,Parcialmente nublado com chuva em areas isoladas a tarde,Estavel,24,32,59,96,SE,Fracos
29/09/2025,Jacareacanga - PA,Nublado com chuva na madrugada,Estavel,24,32,59,96,SE,Fracos
26/09/2025,Jacunda - PA,Poucas nuvens a parcialmente nublado,Estavel,24,33,55,92,NE,Fracos
27/09/2025,Jacunda - PA,Poucas nuvens a parcialmente nublado,Estavel,24,33,55,92,NE,Fracos
28/09/2025,Jacunda - PA,Parcialmente nublado a poucas nuvens,Estavel,24,34,47,94,NE,Fracos
29/09/2025,Jacunda - PA,Poucas nuvens,Estavel,24,34,46,92,NE,Fracos
26/09/2025,Japura - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,23,32,60,95,SW - S,Fracos
27/09/2025,Japura - AM,Nublado a poucas nuvens com possibilidade de chuva,Estavel,24,29,70,100,SW - NW,Fracos
28/09/2025,Japura - AM,Parcialmente nublado a nublado com possibilidade de chuva,Estavel,24,31,70,100,NE - E,Fracos
29/09/2025,Japura - AM,Nublado com possibilidade de chuva,Estavel,24,31,65,100,E,Fracos
26/09/2025,Jaru - RO,Parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,33,47,86,S - W,Fracos
27/09/2025,Jaru - RO,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,33,33,90,N - NW,Fracos
28/09/2025,Jaru - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,35,30,95,N - NW,Fracos
29/09/2025,Jaru - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,36,26,95,SE - W,Fracos
26/09/2025,Ji-Parana - RO,Parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,33,47,86,S - W,Fracos
27/09/2025,Ji-Parana - RO,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,33,33,90,N - NW,Fracos
28/09/2025,Ji-Parana - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,35,30,95,N - NW,Fracos
29/09/2025,Ji-Parana - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,36,26,95,SE - W,Fracos
26/09/2025,Jordao - AC,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,22,29,59,99,N - NW,Fracos
27/09/2025,Jordao - AC,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,21,32,42,98,E - SW,Fracos
28/09/2025,Jordao - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,33,35,95,N - E,Fracos
29/09/2025,Jordao - AC,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,31,52,95,N - NW,Fracos
26/09/2025,Jurua - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,23,32,60,95,SW - S,Fracos
27/09/2025,Jurua - AM,Nublado a poucas nuvens com possibilidade de chuva,Estavel,24,29,70,100,SW - NW,Fracos
28/09/2025,Jurua - AM,Parcialmente nublado a nublado com possibilidade de chuva,Estavel,24,31,70,100,NE - E,Fracos
29/09/2025,Jurua - AM,Nublado com possibilidade de chuva,Estavel,24,31,65,100,E,Fracos
26/09/2025,Juruti - PA,Nublado a poucas nuvens com possibilidade de chuva em areas isoladas na madrugada,Estavel,25,34,52,88,NE,Fracos
27/09/2025,Juruti - PA,Nublado a poucas nuvens com possibilidade de chuva pela manha,Estavel,25,33,59,88,NE,Fracos
28/09/2025,Juruti - PA,Parcialmente nublado a poucas nuvens,Estavel,26,33,58,89,NE,Fracos
29/09/2025,Juruti - PA,Parcialmente nublado a poucas nuvens,Estavel,26,33,55,87,NE,Fracos
26/09/2025,Jutai - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,23,32,60,95,SW - S,Fracos
27/09/2025,Jutai - AM,Nublado a poucas nuvens com possibilidade de chuva,Estavel,24,29,70,100,SW - NW,Fracos
28/09/2025,Jutai - AM,Parcialmente nublado a nublado com possibilidade de chuva,Estavel,24,31,70,100,NE - E,Fracos
29/09/2025,Jutai - AM,Nublado com possibilidade de chuva,Estavel,24,31,65,100,E,Fracos
26/09/2025,Labrea - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,29,75,100,SW - NE,Fracos
27/09/2025,Labrea - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Estavel,23,34,60,100,NE,Fracos
28/09/2025,Labrea - AM,Nublado com pancadas de chuva,Estavel,22,34,55,100,NE - E,Fracos
29/09/2025,Labrea - AM,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,60,100,SW - NE,Fracos
26/09/2025,Limoeiro do Ajuru - PA,Parcialmente nublado,Estavel,23,35,46,91,NE,Fracos
27/09/2025,Limoeiro do Ajuru - PA,Parcialmente nublado a poucas nuvens,Estavel,23,35,47,91,NE,Fracos
28/09/2025,Limoeiro do Ajuru - PA,Claro a poucas nuvens,Estavel,24,35,46,87,NE,Fracos
29/09/2025,Limoeiro do Ajuru - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,35,45,88,NE,Fracos
26/09/2025,Machadinho D'Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,30,57,98,N - W,Fracos
27/09/2025,Machadinho D'Oeste - RO,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,33,36,95,N - SW,Fracos
28/09/2025,Machadinho D'Oeste - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,34,44,95,N - NW,Fracos
29/09/2025,Machadinho D'Oeste - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,34,29,92,N - NW,Fracos
26/09/2025,Mae do Rio - PA,Parcialmente nublado,Estavel,23,35,46,91,NE,Fracos
27/09/2025,Mae do Rio - PA,Parcialmente nublado a poucas nuvens,Estavel,23,35,47,91,NE,Fracos
28/09/2025,Mae do Rio - PA,Claro a poucas nuvens,Estavel,24,35,46,87,NE,Fracos
29/09/2025,Mae do Rio - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,35,45,88,NE,Fracos
26/09/2025,Magalhaes Barata - PA,Poucas nuvens a parcialmente nublado,Estavel,24,34,52,93,NE,Fracos
27/09/2025,Magalhaes Barata - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,33,53,94,NE,Fracos
28/09/2025,Magalhaes Barata - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,33,53,92,NE,Fracos
29/09/2025,Magalhaes Barata - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,34,52,92,NE,Fracos
26/09/2025,Manacapuru - AM,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,25,33,55,95,SE - S,Fracos
27/09/2025,Manacapuru - AM,Claro a nublado com pancadas de chuva isoladas,Estavel,25,34,50,95,SE - E,Fracos
28/09/2025,Manacapuru - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - SE,Fracos
29/09/2025,Manacapuru - AM,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,24,32,60,95,NE - SW,Fracos
26/09/2025,Manaquiri - AM,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,25,33,55,95,SE - S,Fracos
27/09/2025,Manaquiri - AM,Claro a nublado com pancadas de chuva isoladas,Estavel,25,34,50,95,SE - E,Fracos
28/09/2025,Manaquiri - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - SE,Fracos
29/09/2025,Manaquiri - AM,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,24,32,60,95,NE - SW,Fracos
26/09/2025,Manaus - AM,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,25,33,55,95,SE - S,Fracos
27/09/2025,Manaus - AM,Claro a nublado com pancadas de chuva isoladas,Estavel,25,34,50,95,SE - E,Fracos
28/09/2025,Manaus - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - SE,Fracos
29/09/2025,Manaus - AM,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,24,32,60,95,NE - SW,Fracos
26/09/2025,Mancio Lima - AC,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,22,29,59,99,N - NW,Fracos
27/09/2025,Mancio Lima - AC,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,21,32,42,98,E - SW,Fracos
28/09/2025,Mancio Lima - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,33,35,95,N - E,Fracos
29/09/2025,Mancio Lima - AC,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,31,52,95,N - NW,Fracos
26/09/2025,Manicore - AM,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,23,32,60,95,SE - S,Fracos
27/09/2025,Manicore - AM,Nublado a parcialmente nublado com possibilidade de chuva,Estavel,24,31,65,100,E,Fracos
28/09/2025,Manicore - AM,Nublado com pancadas de chuva,Estavel,24,31,70,100,E - NE,Fracos
29/09/2025,Manicore - AM,Nublado a parcialmente nublado com possibilidade de chuva,Estavel,23,30,75,100,S - SE,Fracos
26/09/2025,Manoel Urbano - AC,Parcialmente nublado com pancadas de chuva e trovoadas,Estavel,22,31,43,81,N - NW,Fracos
27/09/2025,Manoel Urbano - AC,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,29,42,93,NE - SW,Fracos
28/09/2025,Manoel Urbano - AC,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,31,29,72,N - NW,Fracos
29/09/2025,Manoel Urbano - AC,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,30,34,87,N - SE,Fracos
26/09/2025,Maraba - PA,Poucas nuvens a parcialmente nublado,Estavel,24,33,55,92,NE,Fracos
27/09/2025,Maraba - PA,Poucas nuvens a parcialmente nublado,Estavel,24,33,55,92,NE,Fracos
28/09/2025,Maraba - PA,Parcialmente nublado a poucas nuvens,Estavel,24,34,47,94,NE,Fracos
29/09/2025,Maraba - PA,Poucas nuvens,Estavel,24,34,46,92,NE,Fracos
26/09/2025,Maracana - PA,Poucas nuvens a parcialmente nublado,Estavel,24,34,52,93,NE,Fracos
27/09/2025,Maracana - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,33,53,94,NE,Fracos
28/09/2025,Maracana - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,33,53,92,NE,Fracos
29/09/2025,Maracana - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,34,52,92,NE,Fracos
26/09/2025,Marapanim - PA,Poucas nuvens a parcialmente nublado,Estavel,24,34,52,93,NE,Fracos
27/09/2025,Marapanim - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,33,53,94,NE,Fracos
28/09/2025,Marapanim - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,33,53,92,NE,Fracos
29/09/2025,Marapanim - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,34,52,92,NE,Fracos
26/09/2025,Marechal Thaumaturgo - AC,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,22,29,59,99,N - NW,Fracos
27/09/2025,Marechal Thaumaturgo - AC,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,21,32,42,98,E - SW,Fracos
28/09/2025,Marechal Thaumaturgo - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,33,35,95,N - E,Fracos
29/09/2025,Marechal Thaumaturgo - AC,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,31,52,95,N - NW,Fracos
26/09/2025,Marituba - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,32,60,92,NE,Fracos
27/09/2025,Marituba - PA,Poucas nuvens a parcialmente nublado,Estavel,24,32,58,92,NE,Fracos
28/09/2025,Marituba - PA,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,33,58,92,NE,Fracos
29/09/2025,Marituba - PA,Poucas nuvens a nublado com chuva em areas isoladas a tarde,Estavel,24,32,61,93,NE,Fracos
26/09/2025,Maues - AM,Claro a nublado com possibilidade de chuva em areas isoladas,Estavel,24,33,55,95,SE - NE,Fracos
27/09/2025,Maues - AM,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas,Estavel,24,33,55,95,SE - NE,Fracos
28/09/2025,Maues - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,25,32,60,95,SE - NE,Fracos
29/09/2025,Maues - AM,Claro a parcialmente nublado,Estavel,25,34,50,90,NE - SE,Fracos
26/09/2025,Medicilandia - PA,Poucas nuvens,Estavel,23,35,50,90,NE,Fracos
27/09/2025,Medicilandia - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,34,53,94,NE,Fracos
28/09/2025,Medicilandia - PA,Parcialmente nublado a poucas nuvens,Estavel,24,34,52,92,NE,Fracos
29/09/2025,Medicilandia - PA,Poucas nuvens,Estavel,24,34,50,91,NE,Fracos
26/09/2025,Melgaco - PA,Claro a poucas nuvens,Estavel,24,35,56,96,NE,Fracos
27/09/2025,Melgaco - PA,Claro a parcialmente nublado,Estavel,24,35,56,94,NE,Fracos
28/09/2025,Melgaco - PA,Claro a poucas nuvens,Estavel,24,34,57,95,NE,Fracos
29/09/2025,Melgaco - PA,Claro a poucas nuvens,Estavel,24,34,54,94,NE,Fracos
26/09/2025,Ministro Andreazza - RO,Parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,32,47,86,S - W,Fracos
27/09/2025,Ministro Andreazza - RO,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,32,33,90,N - NW,Fracos
28/09/2025,Ministro Andreazza - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,30,95,N - NW,Fracos
29/09/2025,Ministro Andreazza - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,35,26,95,SE - W,Fracos
26/09/2025,Mirante da Serra - RO,Parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,33,47,86,S - W,Fracos
27/09/2025,Mirante da Serra - RO,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,33,33,90,N - NW,Fracos
28/09/2025,Mirante da Serra - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,35,30,95,N - NW,Fracos
29/09/2025,Mirante da Serra - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,36,26,95,SE - W,Fracos
26/09/2025,Mocajuba - PA,Parcialmente nublado,Estavel,23,35,46,91,NE,Fracos
27/09/2025,Mocajuba - PA,Parcialmente nublado a poucas nuvens,Estavel,23,35,47,91,NE,Fracos
28/09/2025,Mocajuba - PA,Claro a poucas nuvens,Estavel,24,35,46,87,NE,Fracos
29/09/2025,Mocajuba - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,35,45,88,NE,Fracos
26/09/2025,Moju - PA,Parcialmente nublado,Estavel,23,35,46,91,NE,Fracos
27/09/2025,Moju - PA,Parcialmente nublado a poucas nuvens,Estavel,23,35,47,91,NE,Fracos
28/09/2025,Moju - PA,Claro a poucas nuvens,Estavel,24,35,46,87,NE,Fracos
29/09/2025,Moju - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,35,45,88,NE,Fracos
26/09/2025,Mojui dos Campos - PA,Nublado a poucas nuvens com possibilidade de chuva em areas isoladas na madrugada,Estavel,25,34,52,88,NE,Fracos
27/09/2025,Mojui dos Campos - PA,Nublado a poucas nuvens com possibilidade de chuva pela manha,Estavel,25,33,59,88,NE,Fracos
28/09/2025,Mojui dos Campos - PA,Parcialmente nublado a poucas nuvens,Estavel,26,33,58,89,NE,Fracos
29/09/2025,Mojui dos Campos - PA,Parcialmente nublado a poucas nuvens,Estavel,26,33,55,87,NE,Fracos
26/09/2025,Monte Alegre - PA,Poucas nuvens a parcialmente nublado,Estavel,25,35,53,90,NE,Fracos
27/09/2025,Monte Alegre - PA,Parcialmente nublado,Estavel,25,35,55,91,NE,Fracos
28/09/2025,Monte Alegre - PA,Poucas nuvens,Estavel,25,35,54,90,NE,Fracos
29/09/2025,Monte Alegre - PA,Poucas nuvens,Estavel,25,35,52,90,NE,Fracos
26/09/2025,Monte Negro - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,30,57,98,N - W,Fracos
27/09/2025,Monte Negro - RO,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,33,36,95,N - SW,Fracos
28/09/2025,Monte Negro - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,34,44,95,N - NW,Fracos
29/09/2025,Monte Negro - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,34,29,92,N - NW,Fracos
26/09/2025,Muana - PA,Poucas nuvens a parcialmente nublado,Estavel,26,30,68,84,NE,Fracos
27/09/2025,Muana - PA,Poucas nuvens a claro,Estavel,26,30,68,84,NE,Fracos
28/09/2025,Muana - PA,Poucas nuvens,Estavel,26,30,68,83,NE,Fracos
29/09/2025,Muana - PA,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,26,30,67,84,NE,Fracos
26/09/2025,Mucajai - RR,Poucas nuvens a parcialmente nublado,Estavel,23,36,40,85,W - SE,Fracos
