Time,Anomaly (deg C),t2m
1970-01,-0.176788330078125,299.66943
1970-02,-0.51422119140625,299.19727
1970-03,-0.1732177734375,299.49097
1970-04,0.027191162109375,299.27002
1970-05,-0.509490966796875,297.3606
1970-06,0.61602783203125,297.23804
1970-07,0.213653564453125,296.67603
1970-08,0.404449462890625,298.76074
1970-09,0.660675048828125,300.37598
1970-10,0.291107177734375,300.9099
1970-11,0.61236572265625,300.81934
1970-12,1.07232666015625,301.00146
1971-01,0.411590576171875,300.2578
1971-02,-0.22149658203125,299.49
1971-03,-0.3089599609375,299.35522
1971-04,-0.809478759765625,298.43335
1971-05,-1.505828857421875,296.36426
1971-06,-1.39447021484375,295.22754
1971-07,0.370635986328125,296.833
1971-08,0.194976806640625,298.55127
1971-09,1.198272705078125,300.91357
1971-10,-2.112945556640625,298.50586
1971-11,-0.81561279296875,299.39136
1971-12,0.01617431640625,299.9453
1972-01,0.103973388671875,299.9502
1972-02,-0.71807861328125,298.9934
1972-03,0.1114501953125,299.77563
1972-04,-1.313629150390625,297.9292
1972-05,1.352081298828125,299.22217
1972-06,1.41436767578125,298.03638
1972-07,0.729278564453125,297.19165
1972-08,0.256256103515625,298.61255
1972-09,1.200225830078125,300.91553
1972-10,0.895355224609375,301.51416
1972-11,0.39166259765625,300.59863
1972-12,-0.03631591796875,299.89282
1973-01,1.550506591796875,301.39673
1973-02,1.11541748046875,300.8269
1973-03,1.1246337890625,300.78882
1973-04,1.459075927734375,300.7019
1973-05,0.132354736328125,298.00244
1973-06,2.22857666015625,298.8506
1973-07,-0.558807373046875,295.90356
1973-08,0.394195556640625,298.7505
1973-09,0.942901611328125,300.6582
1973-10,0.288177490234375,300.90698
1973-11,-0.40130615234375,299.80566
1973-12,0.01739501953125,299.94653
1974-01,-0.218780517578125,299.62744
1974-02,-0.00543212890625,299.70605
1974-03,-1.1209716796875,298.5432
1974-04,-1.262115478515625,297.9807
1974-05,-1.051971435546875,296.8181
1974-06,0.26763916015625,296.88965
1974-07,-0.495330810546875,295.96704
1974-08,0.264312744140625,298.6206
1974-09,-0.209930419921875,299.50537
1974-10,-0.865386962890625,299.75342
1974-11,0.47198486328125,300.67896
1974-12,-0.38250732421875,299.54663
1975-01,-0.151885986328125,299.69434
1975-02,-0.03765869140625,299.67383
1975-03,0.0479736328125,299.71216
1975-04,-0.304107666015625,298.93872
1975-05,-0.899871826171875,296.9702
1975-06,0.25177001953125,296.87378
1975-07,-1.261444091796875,295.20093
1975-08,0.034332275390625,298.39062
1975-09,1.135284423828125,300.8506
1975-10,-0.189117431640625,300.4297
1975-11,-0.58734130859375,299.61963
1975-12,-0.15887451171875,299.77026
1976-01,0.099822998046875,299.94604
1976-02,-0.62872314453125,299.08276
1976-03,-1.1290283203125,298.53516
1976-04,-0.798980712890625,298.44385
1976-05,-0.393524169921875,297.47656
1976-06,-1.19232177734375,295.4297
1976-07,0.196807861328125,296.65918
1976-08,0.531646728515625,298.88794
1976-09,-1.055145263671875,298.66016
1976-10,-0.314361572265625,300.30444
1976-11,-0.90960693359375,299.29736
1976-12,-0.42425537109375,299.50488
1977-01,-0.539825439453125,299.3064
1977-02,-0.49786376953125,299.21362
1977-03,0.4945068359375,300.1587
1977-04,-0.887115478515625,298.3557
1977-05,-1.509979248046875,296.3601
1977-06,0.16949462890625,296.7915
1977-07,1.750274658203125,298.21265
1977-08,0.113433837890625,298.46973
1977-09,-0.352752685546875,299.36255
1977-10,-0.960845947265625,299.65796
1977-11,-0.01580810546875,300.19116
1977-12,-0.35882568359375,299.5703
1978-01,-0.216827392578125,299.6294
1978-02,0.61273193359375,300.32422
1978-03,0.3033447265625,299.96753
1978-04,0.127777099609375,299.3706
1978-05,-0.551727294921875,297.31836
1978-06,-0.35736083984375,296.26465
1978-07,1.900909423828125,298.36328
1978-08,-1.655364990234375,296.70093
1978-09,-0.145233154296875,299.57007
1978-10,-0.018951416015625,300.59985
1978-11,-0.30096435546875,299.906
1978-12,-0.35565185546875,299.5735
1979-01,-0.757598876953125,299.08862
1979-02,-0.23468017578125,299.4768
1979-03,-0.3221435546875,299.34204
1979-04,-0.956695556640625,298.28613
1979-05,-0.224822998046875,297.64526
1979-06,-1.79193115234375,294.83008
1979-07,0.202911376953125,296.66528
1979-08,0.806304931640625,299.1626
1979-09,-0.489471435546875,299.22583
1979-10,1.225921630859375,301.84473
1979-11,-0.31243896484375,299.89453
1979-12,0.31646728515625,300.2456
1980-01,-0.341094970703125,299.50513
1980-02,-0.50006103515625,299.21143
1980-03,0.4051513671875,300.06934
1980-04,0.326751708984375,299.56958
1980-05,0.319610595703125,298.1897
1980-06,0.09283447265625,296.71484
1980-07,0.027618408203125,296.49
1980-08,0.796783447265625,299.15308
1980-09,-0.955291748046875,298.76
1980-10,0.713470458984375,301.33228
1980-11,-0.26361083984375,299.94336
1980-12,-0.58709716796875,299.34204
1981-01,-0.294464111328125,299.55176
1981-02,0.00677490234375,299.71826
1981-03,-0.1109619140625,299.55322
1981-04,0.554290771484375,299.79712
1981-05,1.216583251953125,299.08667
1981-06,-1.67303466796875,294.94897
1981-07,-2.132781982421875,294.3296
1981-08,0.217437744140625,298.57373
1981-09,-0.984100341796875,298.7312
1981-10,-0.594390869140625,300.0244
1981-11,-0.18133544921875,300.02563
1981-12,-0.04779052734375,299.88135
1982-01,-0.607940673828125,299.23828
1982-02,-0.35186767578125,299.35962
1982-03,-0.7052001953125,298.95898
1982-04,-0.561431884765625,298.6814
1982-05,-0.360076904296875,297.51
1982-06,1.35479736328125,297.9768
