Time,Anomaly (deg C),t2m
1950-10,0.0504150390625,301.05054
1950-11,0.434600830078125,301.2202
1950-12,0.64251708984375,300.43652
1951-01,-0.291534423828125,298.37598
1951-02,0.20697021484375,298.75684
1951-03,-0.5262451171875,298.18066
1951-04,-0.560150146484375,298.38306
1951-05,-0.561126708984375,298.6194
1951-06,-0.62750244140625,298.69067
1951-07,-0.55682373046875,298.80542
1951-08,0.190032958984375,300.2495
1951-09,0.4920654296875,301.09302
1951-10,0.1844482421875,301.18457
1951-11,0.698516845703125,301.48413
1951-12,-0.17803955078125,299.61597
1952-01,-0.622833251953125,298.04468
1952-02,-0.74884033203125,297.80103
1952-03,-0.4512939453125,298.2556
1952-04,-0.463470458984375,298.47974
1952-05,-1.020111083984375,298.1604
1952-06,-0.59552001953125,298.72266
1952-07,-0.63079833984375,298.73145
1952-08,-0.343414306640625,299.71606
1952-09,0.1324462890625,300.7334
1952-10,0.2821044921875,301.28223
1952-11,0.136993408203125,300.9226
1952-12,-0.38775634765625,299.40625
1953-01,-0.392852783203125,298.27466
1953-02,-0.55230712890625,297.99756
1953-03,-0.3140869140625,298.39282
1953-04,-0.824554443359375,298.11865
1953-05,-0.476165771484375,298.70435
1953-06,-0.76690673828125,298.55127
1953-07,-0.75750732421875,298.60474
1953-08,-0.241851806640625,299.81763
1953-09,-0.0655517578125,300.5354
1953-10,0.2318115234375,301.23193
1953-11,0.561553955078125,301.34717
1953-12,0.23968505859375,300.0337
1954-01,-0.219024658203125,298.4485
1954-02,-0.65020751953125,297.89966
1954-03,-0.8883056640625,297.8186
1954-04,-0.486175537109375,298.45703
1954-05,-0.876556396484375,298.30396
1954-06,-1.07403564453125,298.24414
1954-07,-0.45867919921875,298.90356
1954-08,0.081390380859375,300.14087
1954-09,0.1024169921875,300.70337
1954-10,-0.0208740234375,300.97925
1954-11,-0.448211669921875,300.3374
1954-12,0.10931396484375,299.90332
1955-01,-0.249053955078125,298.41846
1955-02,-0.58868408203125,297.96118
1955-03,-0.5203857421875,298.18652
1955-04,-1.187591552734375,297.7556
1955-05,-0.750823974609375,298.4297
1955-06,-0.91729736328125,298.40088
1955-07,-0.84735107421875,298.5149
1955-08,-0.529205322265625,299.53027
1955-09,0.1776123046875,300.77856
1955-10,0.2357177734375,301.23584
1955-11,0.208282470703125,300.9939
1955-12,-1.51641845703125,298.2776
1956-01,-0.394805908203125,298.2727
1956-02,-1.21148681640625,297.33838
1956-03,-0.8197021484375,297.8872
1956-04,-1.338470458984375,297.60474
1956-05,-0.939544677734375,298.24097
1956-06,-1.30230712890625,298.01587
1956-07,-1.00213623046875,298.3601
1956-08,-1.143707275390625,298.91577
1956-09,-0.9859619140625,299.615
1956-10,-0.4197998046875,300.58032
1956-11,-0.270965576171875,300.51465
1956-12,-0.80743408203125,298.98657
1957-01,-1.640899658203125,297.0266
1957-02,-0.65997314453125,297.8899
1957-03,-0.7781982421875,297.9287
1957-04,-1.214691162109375,297.72852
1957-05,-0.813323974609375,298.3672
1957-06,-0.75958251953125,298.5586
1957-07,-0.22650146484375,299.13574
1957-08,-0.328277587890625,299.7312
1957-09,0.2071533203125,300.8081
1957-10,0.3399658203125,301.3401
1957-11,0.665557861328125,301.45117
1957-12,0.46063232421875,300.25464
1958-01,0.842742919921875,299.51025
1958-02,0.09002685546875,298.6399
1958-03,-0.4820556640625,298.22485
1958-04,-0.196624755859375,298.74658
1958-05,0.577056884765625,299.75757
1958-06,0.39935302734375,299.71753
1958-07,0.49005126953125,299.8523
1958-08,0.697601318359375,300.75708
1958-09,0.6585693359375,301.25952
1958-10,0.3739013671875,301.37402
1958-11,0.477325439453125,301.26294
1958-12,-0.03399658203125,299.76
1959-01,-0.902130126953125,297.76538
1959-02,-0.67608642578125,297.87378
1959-03,-0.7259521484375,297.98096
1959-04,-0.844573974609375,298.09863
1959-05,-0.601409912109375,298.5791
1959-06,-0.96661376953125,298.35156
1959-07,-0.65985107421875,298.7024
1959-08,-0.372222900390625,299.68726
1959-09,0.0865478515625,300.6875
1959-10,0.2664794921875,301.2666
1959-11,-0.295135498046875,300.49048
1959-12,-0.36773681640625,299.42627
1960-01,-1.060577392578125,297.60693
1960-02,-1.09771728515625,297.45215
1960-03,-0.5775146484375,298.1294
1960-04,-0.902679443359375,298.04053
1960-05,-0.935150146484375,298.24536
1960-06,-0.81256103515625,298.5056
1960-07,-0.78753662109375,298.5747
1960-08,-0.430572509765625,299.6289
1960-09,-0.1058349609375,300.49512
1960-10,0.1151123046875,301.11523
1960-11,0.404571533203125,301.1902
1960-12,-0.32574462890625,299.46826
1961-01,-0.759307861328125,297.9082
1961-02,-0.75225830078125,297.7976
1961-03,-0.1138916015625,298.59302
1961-04,-0.649017333984375,298.2942
1961-05,-1.254486083984375,297.92603
1961-06,-1.34771728515625,297.97046
1961-07,-0.62933349609375,298.7329
1961-08,0.209075927734375,300.26855
1961-09,0.3397216796875,300.94067
1961-10,-0.2081298828125,300.792
1961-11,-0.418670654296875,300.36694
1961-12,-1.79742431640625,297.99658
1962-01,-1.152618408203125,297.5149
1962-02,-0.92755126953125,297.6223
1962-03,-0.7242431640625,297.98267
1962-04,-0.985443115234375,297.95776
1962-05,-0.788421630859375,298.3921
1962-06,-0.85137939453125,298.4668
1962-07,-0.65081787109375,298.71143
1962-08,0.064300537109375,300.12378
1962-09,0.2733154296875,300.87427
1962-10,0.1595458984375,301.15967
1962-11,0.258087158203125,301.0437
1962-12,-0.09649658203125,299.6975
1963-01,-0.516387939453125,298.15112
1963-02,-1.02569580078125,297.52417
1963-03,-1.0665283203125,297.64038
1963-04,-0.557952880859375,298.38525
1963-05,-0.725677490234375,298.45483
1963-06,-0.91583251953125,298.40234
1963-07,-0.38739013671875,298.97485
1963-08,-0.255767822265625,299.8037
1963-09,0.3756103515625,300.97656
1963-10,0.4063720703125,301.4065
1963-11,-0.002410888671875,300.7832
1963-12,-1.38507080078125,298.40894
1964-01,-0.475372314453125,298.19214
1964-02,-0.72320556640625,297.82666
1964-03,-0.5167236328125,298.1902
1964-04,-0.477142333984375,298.46606
1964-05,-1.533782958984375,297.64673
1964-06,-1.26983642578125,298.04834
1964-07,-0.69866943359375,298.66357
1964-08,-0.547515869140625,299.51196
1964-09,-0.4185791015625,300.18237
1964-10,-0.6744384765625,300.32568
1964-11,-0.154266357421875,300.63135
1964-12,0.00677490234375,299.80078
1965-01,-0.181671142578125,298.48584
1965-02,-0.58917236328125,297.9607
1965-03,-1.3697509765625,297.33716
1965-04,-1.329437255859375,297.61377
1965-05,-1.209808349609375,297.9707
1965-06,-1.16021728515625,298.15796
1965-07,-0.65350341796875,298.70874
1965-08,-0.379791259765625,299.6797
1965-09,0.0582275390625,300.65918
1965-10,0.0740966796875,301.07422
1965-11,0.212188720703125,300.9978
1965-12,-0.05010986328125,299.7439
1966-01,-1.180206298828125,297.4873
1966-02,-0.69659423828125,297.85327
1966-03,-0.3443603515625,298.36255
1966-04,-0.709320068359375,298.2339
1966-05,-0.899749755859375,298.28076
1966-06,-0.96929931640625,298.34888
1966-07,-0.70623779296875,298.656
1966-08,-0.285308837890625,299.77417
1966-09,-0.3731689453125,300.22778
1966-10,0.0504150390625,301.05054
1966-11,0.118927001953125,300.90454
1966-12,-0.53497314453125,299.25903
1967-01,-1.277130126953125,297.39038
1967-02,-0.89019775390625,297.65967
1967-03,-0.3258056640625,298.3811
1967-04,0.069000244140625,299.0122
1967-05,-0.587738037109375,298.59277
1967-06,-0.66241455078125,298.65576
1967-07,-0.41912841796875,298.9431
1967-08,-0.704986572265625,299.3545
1967-09,-0.3631591796875,300.2378
1967-10,-0.7191162109375,300.281
1967-11,-0.113983154296875,300.67163
1967-12,-0.28277587890625,299.51123
1968-01,-0.061309814453125,298.6062
1968-02,-0.28668212890625,298.26318
1968-03,-0.6947021484375,298.0122
1968-04,-0.409271240234375,298.53394
1968-05,-0.928558349609375,298.25195
1968-06,-0.76373291015625,298.55444
1968-07,-0.25457763671875,299.10767
1968-08,-0.280914306640625,299.77856
1968-09,0.0841064453125,300.68506
1968-10,0.0113525390625,301.01147
1968-11,-0.298065185546875,300.48755
1968-12,-0.35845947265625,299.43555
1969-01,0.031463623046875,298.69897
